"","skim_type","skim_variable","datasetID","n_missing","complete_rate","character.min","character.max","character.empty","character.n_unique","character.whitespace","factor.ordered","factor.n_unique","factor.top_counts","numeric.mean","numeric.sd","numeric.p0","numeric.p25","numeric.p50","numeric.p75","numeric.p100","numeric.hist"
"155","numeric","joincount_statistic","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,453.809782608696,773.615634156895,0,5.75,87,449.75,3403,"¨~¨x¨x¨x¨x"
"156","numeric","joincount_statistic","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2408.52784503632,2671.37991637217,0,262,1283,4416,9145,"¨~¨y¨y¨x¨x"
"157","numeric","joincount_expectation","5",5,0.975490196078431,NA,NA,NA,NA,NA,NA,NA,NA,909.837752849621,882.81972300347,0,26.1949938540619,627.483517711476,1844.04939099341,2324.57324840764,"¨~¨y¨y¨y¨|"
"158","numeric","joincount_expectation","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,3757.19810165819,5821.20745800685,0,3.70806678337276,260.69624451177,5579.72799958369,19557.3365150697,"¨~¨x¨x¨x¨x"
"159","numeric","joincount_expectation","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,326.310080956648,678.681827928715,0,0.3782172534049,20.4839026105426,242.636396547023,3240.72588297765,"¨~¨x¨x¨x¨x"
"160","numeric","joincount_expectation","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,1497.14292120598,2226.60954016757,0.00254349880285042,22.6651178322001,291.182286449119,2465.99330732997,8481.68591342157,"¨~¨x¨x¨x¨x"
"161","numeric","joincount_variance","5",5,0.975490196078431,NA,NA,NA,NA,NA,NA,NA,NA,83.5726405850217,80.1214666915854,0,6.57820196822393,66.0581554795208,163.234449428252,214.325082664611,"¨~¨y¨y¨x¨|"
"162","numeric","joincount_variance","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,472.335480040162,547.247059664547,0,3.61548235713886,140.135100491087,938.316288620234,1563.1023208797,"¨~¨y¨x¨y¨y"
"163","numeric","joincount_variance","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,116.87632210971,171.816678933622,0,0.372520676180193,18.7856132637724,177.208308168973,545.921994470991,"¨~¨x¨x¨x¨x"
"164","numeric","joincount_variance","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,388.095936713766,402.756177559569,0.00253702941669032,21.1197941814349,223.917127429464,771.019159384072,1082.25061545335,"¨~¨y¨y¨x¨z"
"165","numeric","joincount_p_val","5",6,0.970588235294118,NA,NA,NA,NA,NA,NA,NA,NA,0.0362153836433766,0.133999892522872,6.3408203532581e-120,1.56143350405785e-34,4.00547381456951e-13,1.68734178744057e-05,0.680516889029545,"¨~¨x¨x¨x¨x"
"166","numeric","joincount_p_val","6",11,0.953781512605042,NA,NA,NA,NA,NA,NA,NA,NA,0.0188834759669721,0.0985311927345848,0,0,8.72920151011829e-276,1.69728285408132e-98,0.558719333287754,"¨~¨x¨x¨x¨x"
"167","numeric","joincount_p_val","13",8,0.956989247311828,NA,NA,NA,NA,NA,NA,NA,NA,0.0592146506273424,0.175128363331767,0,2.64052103318228e-82,1.25845275049131e-38,2.24507301705628e-12,0.732265130294716,"¨~¨x¨x¨x¨x"
"168","numeric","joincount_p_val","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.0012950543464366,0.0263186143056005,0,0,0,0,0.534857445076125,"¨~¨x¨x¨x¨x"
"169","numeric","joincount_zscore","5",6,0.970588235294118,NA,NA,NA,NA,NA,NA,NA,NA,2.48148142449279,4.99052335622224,-1.02237566977774,0.592701940622868,0.905822941253929,1.62537362063379,42.0267504023273,"¨~¨x¨x¨x¨x"
"170","numeric","joincount_zscore","6",11,0.953781512605042,NA,NA,NA,NA,NA,NA,NA,NA,11.7911863689992,29.2472915731363,-1.00280992444475,1.30457081426471,2.17489461062665,10.7595511688121,229.256839985229,"¨~¨x¨x¨x¨x"
"171","numeric","joincount_zscore","13",8,0.956989247311828,NA,NA,NA,NA,NA,NA,NA,NA,7.58702399350245,22.1335856420744,-1.01529197595988,0.926483421556655,1.79882243417369,4.79003377060915,174.666924116244,"¨~¨x¨x¨x¨x"
"172","numeric","joincount_zscore","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,13.2468379073091,33.7127385775875,-1.00305701297369,1.97094026756572,4.02481236664749,12.2396901992189,393.159217877095,"¨~¨x¨x¨x¨x"
"173","numeric","joincount_delta","5",5,0.975490196078431,NA,NA,NA,NA,NA,NA,NA,NA,0.393999377137464,0.371727358035788,-0.0296122471784557,0.0736419185863102,0.320446297133029,0.568005479266955,1.6938103800323,"¨~¨|¨y¨x¨x"
"174","numeric","joincount_delta","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,0.701102712288814,0.509047767747335,-0.00362682588358055,0.30294914947078,0.588040858993639,1.07538407099769,2.15508952076748,"¨~¨}¨|¨y¨x"
"175","numeric","joincount_delta","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,0.585107811372404,0.411381433756733,-0.0315181044504083,0.279102831602598,0.593818484008271,0.850110338477782,1.87074739094155,"¨~¨~¨~¨x¨x"
"176","numeric","joincount_delta","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,1.50193138166041,0.68014386974964,-0.00254349880285042,0.947858274541566,1.48383409114437,2.04809261048851,2.98020464354629,"¨z¨~¨~¨~¨z"
"177","numeric","AlphaSR_sp","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,133.651729630081,15.4187604167696,118.762711864407,121.084977725202,128.136202681056,142.528276003276,179.166666666667,"¨~¨z¨y¨x¨x"
"178","numeric","AlphaSR_sp","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,108.788301953945,20.5669315654237,84.2033346109621,93.0867165145794,103.95828256039,120.102744915471,184.5,"¨~¨|¨y¨x¨x"
"179","numeric","AlphaSR_sp","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,79.0504837891901,21.0544776316694,48.0397404703974,63.7106363689536,75.3587948770352,94.9678571428571,131.25,"¨~¨~¨z¨|¨y"
"180","numeric","AlphaSR_sp","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,162.913595989386,21.9961714037238,50.2608695652174,154.574482862836,161.981997780283,171.509864753502,247.444444444444,"¨x¨x¨~¨z¨x"
"181","numeric","BetaSR_sp","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.54475644740922,0.161160723074655,1.13860465116279,1.43129581169981,1.59205591994085,1.68476750834999,1.717710860568,"¨x¨y¨y¨z¨~"
"182","numeric","BetaSR_sp","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.26512306811346,0.370682426095792,1.29539295392954,1.98998167086935,2.29900636594169,2.56749853873971,2.83836740081889,"¨y¨z¨~¨~¨~"
"183","numeric","BetaSR_sp","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.5718594777501,0.65690275479303,1.44761904761905,2.00077861095805,2.52128269585333,2.98223528373809,3.95505883544646,"¨~¨~¨~¨}¨z"
"184","numeric","BetaSR_sp","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.72655379927455,0.630020807601493,1.74584643017512,2.51880565798084,2.66696351812452,2.79476920855492,8.59515570934256,"¨~¨x¨x¨x¨x"
"185","numeric","GammaSR","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,204,0,204,204,204,204,204,"¨x¨x¨~¨x¨x"
"186","numeric","GammaSR","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,239,0,239,239,239,239,239,"¨x¨x¨~¨x¨x"
"187","numeric","GammaSR","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,190,0,190,190,190,190,190,"¨x¨x¨~¨x¨x"
"188","numeric","GammaSR","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,432,0,432,432,432,432,432,"¨x¨x¨~¨x¨x"
"189","numeric","circ","5",1,0.995098039215686,NA,NA,NA,NA,NA,NA,NA,NA,366.92130062012,320.062013267741,16.0363550175266,86.9869548441399,251.802090500351,592.565202015614,1251.82963307462,"¨~¨z¨y¨x¨x"
"190","numeric","circ","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,2196.4177668641,2177.62686116253,15.9999983596755,402.344088340876,1459.71237776606,3573.00016468509,9223.5910923251,"¨~¨y¨y¨x¨x"
"191","numeric","circ","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,721.577094778418,564.202310924244,16.0147793562555,147.530504184606,615.147049058651,1207.25242484078,2387.30182489911,"¨~¨z¨}¨y¨x"
"192","numeric","circ","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,657.122963998831,467.128623580335,17.9997386521009,317.031938398419,544.125425565351,896.874716668894,2590.62251702279,"¨~¨|¨y¨x¨x"
"193","numeric","circNorm","5",1,0.995098039215686,NA,NA,NA,NA,NA,NA,NA,NA,29.1986693596997,25.4697257537524,1.27613258510793,6.92220192397818,20.0377736920019,47.1548405025162,99.6174370063694,"¨~¨z¨y¨x¨x"
"194","numeric","circNorm","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,174.785372345641,173.290039581853,1.27323941420229,32.0175252416264,116.160220206946,284.330318938894,733.990057700957,"¨~¨y¨y¨x¨x"
"195","numeric","circNorm","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,57.4212807279372,44.8977933437319,1.27441564853705,11.7401044989098,48.9518467930385,96.0700954865438,189.975443042498,"¨~¨z¨}¨y¨x"
"196","numeric","circNorm","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,52.2921839698057,37.1729147512618,1.43237369042205,25.2286000570568,43.3001255703534,71.3710222459988,206.155189634673,"¨~¨|¨y¨x¨x"
"197","numeric","Dist_centroid_to_COG","5",1,0.995098039215686,NA,NA,NA,NA,NA,NA,NA,NA,31761.562213502,34939.5030824171,4760.79240805177,9277.25532353156,15975.6823815108,39812.7094231315,204616.863139107,"¨~¨y¨x¨x¨x"
"198","numeric","Dist_centroid_to_COG","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,109474.641550344,70561.395807547,19882.7705895832,51054.5500961734,85167.6467298794,155737.781151781,283328.456559866,"¨~¨|¨y¨y¨y"
"199","numeric","Dist_centroid_to_COG","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,537085.166253895,402434.728651782,376.627722091844,205130.81233264,423701.745223578,832298.595433097,1682339.71558752,"¨~¨|¨z¨z¨x"
"200","numeric","Dist_centroid_to_COG","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,1129445.06975482,688727.930494133,46097.5450774427,628006.726275327,962294.830474192,1522458.87476131,3792587.23891622,"¨~¨~¨z¨x¨x"
"201","numeric","minDist_toBorder_centr","5",1,0.995098039215686,NA,NA,NA,NA,NA,NA,NA,NA,82644.3780295321,20164.1466338069,773.212304151331,80183.9874689023,91730.9465630662,94158.38906033,113089.566304293,"¨x¨x¨x¨|¨~"
"202","numeric","minDist_toBorder_centr","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,43389.7050973794,24568.8974950426,1179.47075676414,27297.7551341534,38989.474985186,58465.8250455509,103291.24724237,"¨|¨~¨|¨z¨y"
"203","numeric","minDist_toBorder_centr","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,37054.5638360932,31221.7194781667,1718.8643348155,12379.5177424601,28580.7155856442,55736.5929503555,167149.997387081,"¨~¨z¨y¨x¨x"
"204","numeric","minDist_toBorder_centr","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,113051.162783637,90411.7137123523,537.496156363908,44409.93649848,88362.2642808037,158039.679264806,460148.717583815,"¨~¨|¨y¨x¨x"
"205","numeric","maxDist_toBorder_centr","5",1,0.995098039215686,NA,NA,NA,NA,NA,NA,NA,NA,281882.128243646,33177.6074266389,258136.163763839,262282.075506445,268371.441131132,285338.322546258,457253.682160642,"¨~¨x¨x¨x¨x"
"206","numeric","maxDist_toBorder_centr","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,433410.989326931,68020.2616548003,351256.843603557,375276.205507572,412427.606669942,478586.529855112,624759.847293778,"¨~¨z¨z¨x¨x"
"207","numeric","maxDist_toBorder_centr","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,2440686.81276239,252016.904403503,2131077.24154805,2266379.01979957,2309421.88718562,2599047.15647023,3337399.90690535,"¨~¨y¨y¨x¨x"
"208","numeric","maxDist_toBorder_centr","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,4464797.84777074,554752.838902121,3572584.80159202,3981851.7019215,4420290.31806914,4849929.94024816,6443753.64425784,"¨~¨~¨}¨x¨x"
"209","numeric","minDist_toBorder_border","5",1,0.995098039215686,NA,NA,NA,NA,NA,NA,NA,NA,599.603175137419,2681.83031150956,0,0,0,0,16512.0901820887,"¨~¨x¨x¨x¨x"
"210","numeric","minDist_toBorder_border","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,2701.04399728356,9809.48303154742,0,0,0,0,69633.434279791,"¨~¨x¨x¨x¨x"
"211","numeric","minDist_toBorder_border","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,763.050113999619,4436.76888122367,0,0,0,0,41824.137216335,"¨~¨x¨x¨x¨x"
"212","numeric","minDist_toBorder_border","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,126.171026274321,2564.09824514793,0,0,0,0,52108.6338512948,"¨~¨x¨x¨x¨x"
"213","numeric","range_centr_long","5",1,0.995098039215686,NA,NA,NA,NA,NA,NA,NA,NA,-671617.318148268,38003.9033523692,-760442.757932825,-685045.885809898,-678756.48796612,-668495.702978966,-468970.521847129,"¨x¨~¨x¨x¨x"
"214","numeric","range_centr_long","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,211458.579703741,78365.865203215,-29645.6932374686,164062.018588954,185827.32853574,257403.201230131,425919.353812765,"¨x¨y¨~¨z¨y"
"215","numeric","range_centr_long","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,1174531.54045514,329428.582491283,-44374.657712074,1088567.75350692,1223788.74554986,1380849.1892646,1762746.69322219,"¨x¨x¨x¨~¨z"
"216","numeric","range_centr_long","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,4488108.77971204,681497.039277664,1409796.89399289,4282148.34756746,4554760.69246049,4802723.51233891,6201527.21871285,"¨x¨x¨y¨~¨x"
"217","numeric","range_centr_lat","5",1,0.995098039215686,NA,NA,NA,NA,NA,NA,NA,NA,-1098173.53668487,24316.5299648011,-1200044.91400711,-1100116.91813489,-1090908.66653921,-1089352.20100409,-1011476.75031346,"¨x¨x¨~¨x¨x"
"218","numeric","range_centr_lat","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,291935.539980363,99150.5893750614,48275.6693106596,271161.895611,305867.904856512,340090.033564589,506656.744786367,"¨y¨x¨~¨z¨y"
"219","numeric","range_centr_lat","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,1339205.58826906,512931.071570656,-184511.862316634,1126803.12963391,1357330.38409952,1653980.54065647,2270679.04183566,"¨y¨x¨}¨~¨z"
