"","verbatimIdentification","scientificName","ScientificName2010","ScientificName2018","BirdTree","tip.label"
"738","Coracias garrulus","Coracias garrulus","Coracias garrulus","Coracias garrulus","Coracias garrulus","Coracias_garrulus"
"739","Cettia cetti","Cettia cetti","Cettia cetti","Cettia cetti","Cettia cetti","Cettia_cetti"
"740","Picus sharpei","Picus sharpei",NA,"Picus sharpei","Picus viridis","Picus_viridis"
"741","Sylvia undata","Curruca undata","Sylvia undata","Sylvia undata","Sylvia undata","Sylvia_undata"
"742","Circaetus gallicus","Circaetus gallicus","Circaetus gallicus","Circaetus gallicus","Circaetus gallicus","Circaetus_gallicus"
"743","Phylloscopus bonelli","Phylloscopus bonelli","Phylloscopus bonelli","Phylloscopus bonelli","Phylloscopus bonelli","Phylloscopus_bonelli"
"744","Phylloscopus bonelli","Phylloscopus bonelli","Phylloscopus bonelli","Phylloscopus bonelli","Phylloscopus bonelli","Phylloscopus_bonelli"
"745","Apus pallidus","Apus pallidus","Apus pallidus","Apus pallidus","Apus pallidus","Apus_pallidus"
"746","Sylvia melanocephala","Curruca melanocephala","Sylvia melanocephala","Sylvia melanocephala","Sylvia melanocephala","Sylvia_melanocephala"
"747","Sylvia hortensis","Curruca hortensis","Sylvia hortensis","Sylvia hortensis","Sylvia hortensis","Sylvia_hortensis"
"748","Sylvia hortensis","Curruca hortensis","Sylvia hortensis","Sylvia crassirostris","Sylvia hortensis","Sylvia_hortensis"
"749","Oenanthe hispanica","Oenanthe hispanica","Oenanthe hispanica","Oenanthe hispanica","Oenanthe hispanica","Oenanthe_hispanica"
"750","Elanus caeruleus","Elanus caeruleus","Elanus caeruleus","Elanus caeruleus","Elanus caeruleus","Elanus_caeruleus"
"751","Branta bernicla","Branta bernicla","Branta bernicla","Branta bernicla","Branta bernicla","Branta_bernicla"
"752","Melanitta nigra","Melanitta nigra","Melanitta nigra","Melanitta nigra","Melanitta nigra","Melanitta_nigra"
"753","Melanitta nigra","Melanitta nigra","Melanitta nigra","Melanitta nigra","Melanitta nigra","Melanitta_nigra"
"754","Alle alle","Alle alle","Alle alle","Alle alle","Alle alle","Alle_alle"
"755","Stercorarius longicaudus","Stercorarius longicaudus","Stercorarius longicaudus","Stercorarius longicaudus","Stercorarius longicaudus","Stercorarius_longicaudus"
"756","Hydrocoloeus minutus","Hydrocoloeus minutus","Larus minutus","Hydrocoloeus minutus","Larus minutus","Larus_minutus"
"757","Tringa glareola","Tringa glareola","Tringa glareola","Tringa glareola","Tringa glareola","Tringa_glareola"
"758","Melanocorypha calandra","Melanocorypha calandra","Melanocorypha calandra","Melanocorypha calandra","Melanocorypha calandra","Melanocorypha_calandra"
"759","Lanius meridionalis","Lanius meridionalis","Lanius excubitor","Lanius meridionalis","Lanius meridionalis","Lanius_meridionalis"
"760","Burhinus oedicnemus","Burhinus oedicnemus","Burhinus oedicnemus","Burhinus oedicnemus","Burhinus oedicnemus","Burhinus_oedicnemus"
"761","Burhinus oedicnemus","Burhinus oedicnemus","Burhinus oedicnemus","Burhinus oedicnemus","Burhinus oedicnemus","Burhinus_oedicnemus"
"762","Cyanopica cooki","Cyanopica cooki","Cyanopica cyanus","Cyanopica cooki","Cyanopica cyanus","Cyanopica_cyanus"
"763","Falco naumanni","Falco naumanni","Falco naumanni","Falco naumanni","Falco naumanni","Falco_naumanni"
"764","Caprimulgus ruficollis","Caprimulgus ruficollis","Caprimulgus ruficollis","Caprimulgus ruficollis","Caprimulgus ruficollis","Caprimulgus_ruficollis"
"765","Aquila fasciata","Aquila fasciata","Aquila fasciatus","Aquila fasciata","Aquila fasciatus","Aquila_fasciatus"
"766","Porphyrio porphyrio","Porphyrio porphyrio","Porphyrio porphyrio","Porphyrio porphyrio","Porphyrio porphyrio","Porphyrio_porphyrio"
"767","Sylvia conspicillata","Curruca conspicillata","Sylvia conspicillata","Sylvia conspicillata","Sylvia conspicillata","Sylvia_conspicillata"
"768","Hieraaetus pennatus","Hieraaetus pennatus","Hieraaetus pennatus","Hieraaetus pennatus","Hieraaetus pennatus","Hieraaetus_pennatus"
"769","Lanius senator","Lanius senator","Lanius senator","Lanius senator","Lanius senator","Lanius_senator"
"770","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii","Anthus_berthelotii"
"771","Apus unicolor","Apus unicolor","Apus unicolor","Apus unicolor","Apus unicolor","Apus_unicolor"
"772","Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax","Pyrrhocorax_pyrrhocorax"
"773","Ardeola ralloides","Ardeola ralloides","Ardeola ralloides","Ardeola ralloides","Ardeola ralloides","Ardeola_ralloides"
"774","Clamator glandarius","Clamator glandarius","Clamator glandarius","Clamator glandarius","Clamator glandarius","Clamator_glandarius"
"775","Tetrax tetrax","Tetrax tetrax","Tetrax tetrax","Tetrax tetrax","Tetrax tetrax","Tetrax_tetrax"
"776","Glareola pratincola","Glareola pratincola","Glareola pratincola","Glareola pratincola","Glareola pratincola","Glareola_pratincola"
"777","Oenanthe leucura","Oenanthe leucura","Oenanthe leucura","Oenanthe leucura","Oenanthe leucura","Oenanthe_leucura"
"778","Galerida theklae","Galerida theklae","Galerida theklae","Galerida theklae","Galerida theklae","Galerida_theklae"
"779","Sylvia cantillans","Curruca cantillans","Sylvia cantillans","Sylvia cantillans","Sylvia cantillans","Sylvia_cantillans"
"780","Sylvia cantillans","Curruca cantillans","Sylvia cantillans","Sylvia subalpina","Sylvia cantillans","Sylvia_cantillans"
"781","Larus audouinii","Larus audouinii","Larus audouinii","Larus audouinii","Larus audouinii","Larus_audouinii"
"782","Apus caffer","Apus caffer","Apus caffer","Apus caffer","Apus caffer","Apus_caffer"
"783","Alaudala rufescens","Alaudala rufescens","Calandrella rufescens","Alaudala rufescens","Calandrella cheleensis","Calandrella_cheleensis"
"784","Alaudala rufescens","Alaudala rufescens","Calandrella rufescens","Alaudala rufescens","Calandrella rufescens","Calandrella_rufescens"
"785","Cercotrichas galactotes","Cercotrichas galactotes","Erythropygia galactotes","Cercotrichas galactotes","Erythropygia galactotes","Erythropygia_galactotes"
"786","Otis tarda","Otis tarda","Otis tarda","Otis tarda","Otis tarda","Otis_tarda"
"787","Pterocles orientalis","Pterocles orientalis","Pterocles orientalis","Pterocles orientalis","Pterocles orientalis","Pterocles_orientalis"
"788","Aquila adalberti","Aquila adalberti","Aquila adalberti","Aquila adalberti","Aquila adalberti","Aquila_adalberti"
"789","Pterocles alchata","Pterocles alchata","Pterocles alchata","Pterocles alchata","Pterocles alchata","Pterocles_alchata"
"790","Neophron percnopterus","Neophron percnopterus","Neophron percnopterus","Neophron percnopterus","Neophron percnopterus","Neophron_percnopterus"
"791","Iduna opaca","Iduna opaca","Hippolais opaca","Iduna opaca","Hippolais opaca","Hippolais_opaca"
"792","Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida","Chlidonias_hybrida"
"793","Gyps fulvus","Gyps fulvus","Gyps fulvus","Gyps fulvus","Gyps fulvus","Gyps_fulvus"
"794","Monticola saxatilis","Monticola saxatilis","Monticola saxatilis","Monticola saxatilis","Monticola saxatilis","Monticola_saxatilis"
"795","Aegypius monachus","Aegypius monachus","Aegypius monachus","Aegypius monachus","Aegypius monachus","Aegypius_monachus"
"796","Oxyura leucocephala","Oxyura leucocephala","Oxyura leucocephala","Oxyura leucocephala","Oxyura leucocephala","Oxyura_leucocephala"
"797","Phoenicopterus roseus","Phoenicopterus roseus","Phoenicopterus roseus","Phoenicopterus roseus","Phoenicopterus roseus","Phoenicopterus_roseus"
"798","Fulica cristata","Fulica cristata","Fulica cristata","Fulica cristata","Fulica cristata","Fulica_cristata"
"799","Larus genei","Larus genei","Larus genei","Larus genei","Larus genei","Larus_genei"
"800","Marmaronetta angustirostris","Marmaronetta angustirostris","Marmaronetta angustirostris","Marmaronetta angustirostris","Marmaronetta angustirostris","Marmaronetta_angustirostris"
"801","Acrocephalus melanopogon","Acrocephalus melanopogon","Acrocephalus melanopogon","Acrocephalus melanopogon","Acrocephalus melanopogon","Acrocephalus_melanopogon"
"802","Chersophilus duponti","Chersophilus duponti","Chersophilus duponti","Chersophilus duponti","Chersophilus duponti","Chersophilus_duponti"
"803","Carduelis citrinella","Carduelis citrinella","Carduelis citrinella","Carduelis citrinella","Carduelis citrinella","Carduelis_citrinella"
"804","Pyrrhocorax graculus","Pyrrhocorax graculus","Pyrrhocorax graculus","Pyrrhocorax graculus","Pyrrhocorax graculus","Pyrrhocorax_graculus"
"805","Montifringilla nivalis","Montifringilla nivalis","Montifringilla nivalis","Montifringilla nivalis","Montifringilla nivalis","Montifringilla_nivalis"
"806","Montifringilla nivalis","Montifringilla nivalis","Montifringilla nivalis","Montifringilla nivalis","Montifringilla nivalis","Montifringilla_nivalis"
"807","Tichodroma muraria","Tichodroma muraria","Tichodroma muraria","Tichodroma muraria","Tichodroma muraria","Tichodroma_muraria"
"808","Linaria flavirostris","Linaria flavirostris","Carduelis flavirostris","Linaria flavirostris","Carduelis flavirostris","Carduelis_flavirostris"
"809","Lagopus lagopus","Lagopus lagopus","Lagopus lagopus","Lagopus lagopus","Lagopus lagopus","Lagopus_lagopus"
"810","Thalasseus sandvicensis","Thalasseus sandvicensis","Sterna sandvicensis","Thalasseus sandvicensis","Sterna sandvicensis","Sterna_sandvicensis"
"811","Tringa nebularia","Tringa nebularia","Tringa nebularia","Tringa nebularia","Tringa nebularia","Tringa_nebularia"
"812","Calidris pugnax","Calidris pugnax","Philomachus pugnax","Calidris pugnax","Philomachus pugnax","Philomachus_pugnax"
"813","Bubo scandiacus","Bubo scandiacus","Bubo scandiaca","Bubo scandiacus","Bubo scandiaca","Bubo_scandiaca"
"814","Gavia arctica","Gavia arctica","Gavia arctica","Gavia arctica","Gavia arctica","Gavia_arctica"
"815","Calcarius lapponicus","Calcarius lapponicus","Calcarius lapponicus","Calcarius lapponicus","Calcarius lapponicus","Calcarius_lapponicus"
"816","Bucanetes githagineus","Bucanetes githagineus","Bucanetes githagineus","Bucanetes githagineus","Bucanetes githagineus","Bucanetes_githagineus"
"817","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus_borealis"
"818","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus_borealis"
"819","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus_borealis"
"820","Tadorna ferruginea","Tadorna ferruginea","Tadorna ferruginea","Tadorna ferruginea","Tadorna ferruginea","Tadorna_ferruginea"
"821","Gypaetus barbatus","Gypaetus barbatus","Gypaetus barbatus","Gypaetus barbatus","Gypaetus barbatus","Gypaetus_barbatus"
"822","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Calonectris_diomedea"
"823","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Calonectris_diomedea"
"824","Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias_leucopterus"
"825","Lanius minor","Lanius minor","Lanius minor","Lanius minor","Lanius minor","Lanius_minor"
"826","Acrocephalus dumetorum","Acrocephalus dumetorum","Acrocephalus dumetorum","Acrocephalus dumetorum","Acrocephalus dumetorum","Acrocephalus_dumetorum"
"827","Loxia pytyopsittacus","Loxia pytyopsittacus","Loxia pytyopsittacus","Loxia pytyopsittacus","Loxia pytyopsittacus","Loxia_pytyopsittacus"
"828","Circus macrourus","Circus macrourus","Circus macrourus","Circus macrourus","Circus macrourus","Circus_macrourus"
"829","Calidris temminckii","Calidris temminckii","Calidris temminckii","Calidris temminckii","Calidris temminckii","Calidris_temminckii"
"830","Arenaria interpres","Arenaria interpres","Arenaria interpres","Arenaria interpres","Arenaria interpres","Arenaria_interpres"
"831","Puffinus mauretanicus","Puffinus mauretanicus","Puffinus mauretanicus","Puffinus mauretanicus","Puffinus mauretanicus","Puffinus_mauretanicus"
"832","Falco eleonorae","Falco eleonorae","Falco eleonorae","Falco eleonorae","Falco eleonorae","Falco_eleonorae"
"833","Glareola nordmanni","Glareola nordmanni","Glareola nordmanni","Glareola nordmanni","Glareola nordmanni","Glareola_nordmanni"
"834","Puffinus yelkouan","Puffinus yelkouan","Puffinus yelkouan","Puffinus yelkouan","Puffinus yelkouan","Puffinus_yelkouan"
"835","Passer italiae","Passer italiae","Passer domesticus","Passer italiae","Passer domesticus","Passer_domesticus"
"836","Anser erythropus","Anser erythropus","Anser erythropus","Anser erythropus","Anser erythropus","Anser_erythropus"
"837","Motacilla citreola","Motacilla citreola","Motacilla citreola","Motacilla citreola","Motacilla citreola","Motacilla_citreola"
"838","Anser fabalis","Anser fabalis","Anser fabalis","Anser fabalis","Anser fabalis","Anser_fabalis"
"839","Surnia ulula","Surnia ulula","Surnia ulula","Surnia ulula","Surnia ulula","Surnia_ulula"
"840","Melanitta fusca","Melanitta fusca","Melanitta fusca","Melanitta fusca","Melanitta fusca","Melanitta_fusca"
"841","Buteo lagopus","Buteo lagopus","Buteo lagopus","Buteo lagopus","Buteo lagopus","Buteo_lagopus"
"842","Emberiza melanocephala","Emberiza melanocephala","Emberiza melanocephala","Emberiza melanocephala","Emberiza melanocephala","Emberiza_melanocephala"
"843","Tringa stagnatilis","Tringa stagnatilis","Tringa stagnatilis","Tringa stagnatilis","Tringa stagnatilis","Tringa_stagnatilis"
"844","Gallinago media","Gallinago media","Gallinago media","Gallinago media","Gallinago media","Gallinago_media"
"845","Perisoreus infaustus","Perisoreus infaustus","Perisoreus infaustus","Perisoreus infaustus","Perisoreus infaustus","Perisoreus_infaustus"
"846","Calidris falcinellus","Calidris falcinellus","Limicola falcinellus","Calidris falcinellus","Limicola falcinellus","Limicola_falcinellus"
"847","Emberiza rustica","Emberiza rustica","Emberiza rustica","Emberiza rustica","Emberiza rustica","Emberiza_rustica"
"848","Lymnocryptes minimus","Lymnocryptes minimus","Lymnocryptes minimus","Lymnocryptes minimus","Lymnocryptes minimus","Lymnocryptes_minimus"
"849","Poecile cinctus","Poecile cinctus","Parus cinctus","Poecile cinctus","Parus cinctus","Parus_cinctus"
"850","Anthus cervinus","Anthus cervinus","Anthus cervinus","Anthus cervinus","Anthus cervinus","Anthus_cervinus"
"851","Tringa erythropus","Tringa erythropus","Tringa erythropus","Tringa erythropus","Tringa erythropus","Tringa_erythropus"
"852","Bombycilla garrulus","Bombycilla garrulus","Bombycilla garrulus","Bombycilla garrulus","Bombycilla garrulus","Bombycilla_garrulus"
"853","Strix nebulosa","Strix nebulosa","Strix nebulosa","Strix nebulosa","Strix nebulosa","Strix_nebulosa"
"854","Emberiza pusilla","Emberiza pusilla","Emberiza pusilla","Emberiza pusilla","Emberiza pusilla","Emberiza_pusilla"
"855","Limosa lapponica","Limosa lapponica","Limosa lapponica","Limosa lapponica","Limosa lapponica","Limosa_lapponica"
"856","Spilopelia senegalensis","Spilopelia senegalensis","Stigmatopelia senegalensis","Spilopelia senegalensis","Stigmatopelia senegalensis","Stigmatopelia_senegalensis"
"857","Falco biarmicus","Falco biarmicus","Falco biarmicus","Falco biarmicus","Falco biarmicus","Falco_biarmicus"
"858","Buteo rufinus","Buteo rufinus","Buteo rufinus","Buteo rufinus","Buteo rufinus","Buteo_rufinus"
"859","Falco vespertinus","Falco vespertinus","Falco vespertinus","Falco vespertinus","Falco vespertinus","Falco_vespertinus"
"860","Microcarbo pygmaeus","Microcarbo pygmaeus","Phalacrocorax pygmeus","Microcarbo pygmaeus","Phalacrocorax pygmeus","Phalacrocorax_pygmeus"
"861","Iduna pallida","Iduna pallida","Hippolais pallida","Iduna pallida","Hippolais pallida","Hippolais_pallida"
"862","Hippolais olivetorum","Hippolais olivetorum","Hippolais olivetorum","Hippolais olivetorum","Hippolais olivetorum","Hippolais_olivetorum"
"863","Sitta neumayer","Sitta neumayer","Sitta neumayer","Sitta neumayer","Sitta neumayer","Sitta_neumayer"
"864","Pastor roseus","Pastor roseus","Sturnus roseus","Pastor roseus","Sturnus roseus","Sturnus_roseus"
"865","Poecile lugubris","Poecile lugubris","Parus lugubris","Poecile lugubris","Parus lugubris","Parus_lugubris"
"866","Accipiter brevipes","Accipiter brevipes","Accipiter brevipes","Accipiter brevipes","Accipiter brevipes","Accipiter_brevipes"
"867","Phylloscopus orientalis","Phylloscopus orientalis","Phylloscopus bonelli","Phylloscopus orientalis","Phylloscopus orientalis","Phylloscopus_orientalis"
"868","Ficedula semitorquata","Ficedula semitorquata","Ficedula semitorquata","Ficedula semitorquata","Ficedula semitorquata","Ficedula_semitorquata"
"869","Aquila heliaca","Aquila heliaca","Aquila heliaca","Aquila heliaca","Aquila heliaca","Aquila_heliaca"
"870","Acrocephalus paludicola","Acrocephalus paludicola","Acrocephalus paludicola","Acrocephalus paludicola","Acrocephalus paludicola","Acrocephalus_paludicola"
"871","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Somateria_spectabilis"
"872","Calidris minuta","Calidris minuta","Calidris minuta","Calidris minuta","Calidris minuta","Calidris_minuta"
"873","Emberiza caesia","Emberiza caesia","Emberiza caesia","Emberiza caesia","Emberiza caesia","Emberiza_caesia"
"874","Pelecanus crispus","Pelecanus crispus","Pelecanus crispus","Pelecanus crispus","Pelecanus crispus","Pelecanus_crispus"
"875","Lanius nubicus","Lanius nubicus","Lanius nubicus","Lanius nubicus","Lanius nubicus","Lanius_nubicus"
"876","Pelecanus onocrotalus","Pelecanus onocrotalus","Pelecanus onocrotalus","Pelecanus onocrotalus","Pelecanus onocrotalus","Pelecanus_onocrotalus"
"877","Oenanthe pleschanka","Oenanthe pleschanka","Oenanthe pleschanka","Oenanthe pleschanka","Oenanthe pleschanka","Oenanthe_pleschanka"
"878","Clanga clanga","Clanga clanga","Aquila clanga","Clanga clanga","Aquila clanga","Aquila_clanga"
"879","Oenanthe isabellina","Oenanthe isabellina","Oenanthe isabellina","Oenanthe isabellina","Oenanthe isabellina","Oenanthe_isabellina"
"880","Acrocephalus agricola","Acrocephalus agricola","Acrocephalus agricola","Acrocephalus agricola","Acrocephalus agricola","Acrocephalus_agricola"
"881","Xenus cinereus","Xenus cinereus","Xenus cinereus","Xenus cinereus","Xenus cinereus","Xenus_cinereus"
"882","Larus ichthyaetus","Larus ichthyaetus","Larus ichthyaetus","Larus ichthyaetus","Larus ichthyaetus","Larus_ichthyaetus"
"883","Cyanistes cyanus","Cyanistes cyanus","Parus cyanus","Cyanistes cyanus","Parus cyanus","Parus_cyanus"
"884","Anthropoides virgo","Anthropoides virgo","Grus virgo","Anthropoides virgo","Grus virgo","Grus_virgo"
"885","Luscinia svecica svecica","Luscinia svecica",NA,NA,NA,NA
"886","Luscinia svecica cyanecula","Luscinia svecica",NA,NA,NA,NA
"887","Falcipennis canadensis","Canachites canadensis",NA,NA,NA,NA
"888","Anas platyrhynchos x A. rubripes","Anas platyrhynchos x Anas rubripes",NA,NA,NA,NA
"889","Vermivora chrysoptera x V. pinus","Vermivora chrysoptera x Vermivora pinus",NA,NA,NA,NA
"890","Cuculus optatus","Cuculus optatus","Cuculus optatus",NA,NA,NA
"891","Tetrastes bonasia","Tetrastes bonasia",NA,NA,NA,NA
"892","Cyanecula svecica","Luscinia svecica",NA,NA,NA,NA
"893","Sylvia crassirostris","Curruca crassirostris",NA,NA,NA,NA
